Open_Date,Open_Time,Close_Date,Close_Time,Day,Hour,Type,Entry,SL,TP,Result,RR,PnL_pts
2024-07-02,17:30:00,2024-07-02,17:30:00,Tuesday,17:30:00,SHORT,2328.6,2334.8,2322.4,SL,-1,-6.2
2024-07-03,20:00:00,2024-07-05,17:30:00,Friday,17:30:00,LONG,2368.1,2356.9,2379.3,SL,-1,-11.2
2024-07-08,23:30:00,2024-07-09,00:30:00,Tuesday,00:30:00,SHORT,2362.9,2367.3,2358.5,SL,-1,-4.4
2024-07-09,20:30:00,2024-07-10,11:30:00,Wednesday,11:30:00,SHORT,2360.7,2378.3,2343.1,SL,-1,-17.6
2024-07-10,16:30:00,2024-07-10,17:30:00,Wednesday,17:30:00,LONG,2382.0,2378.3,2385.7,TP,1,3.7
2024-07-10,21:30:00,2024-07-10,22:30:00,Wednesday,22:30:00,LONG,2387.4,2380.5,2394.3,SL,-1,-6.9
2024-07-11,10:30:00,2024-07-11,11:30:00,Thursday,11:30:00,LONG,2387.6,2383.8,2391.4,SL,-1,-3.8
2024-07-11,14:30:00,2024-07-11,16:30:00,Thursday,16:30:00,LONG,2389.4,2384.7,2394.1,SL,-1,-4.7
2024-07-12,21:30:00,2024-07-15,03:30:00,Monday,03:30:00,LONG,2418.9,2413.2,2424.6,SL,-1,-5.7
2024-07-15,17:30:00,2024-07-15,17:30:00,Monday,17:30:00,LONG,2425.4,2419.5,2431.3,SL,-1,-5.9
2024-07-15,19:30:00,2024-07-15,19:30:00,Monday,19:30:00,LONG,2424.0,2416.3,2431.7,TP,1,7.7
2024-07-16,07:30:00,2024-07-16,12:30:00,Tuesday,12:30:00,LONG,2432.6,2425.8,2439.4,TP,1,6.8
2024-07-11,18:30:00,2024-07-16,14:30:00,Tuesday,14:30:00,LONG,2415.5,2383.1,2447.9,TP,1,32.4
2024-07-16,19:30:00,2024-07-16,20:30:00,Tuesday,20:30:00,LONG,2452.6,2435.4,2469.8,TP,1,17.2
2024-07-17,18:30:00,2024-07-17,18:30:00,Wednesday,18:30:00,LONG,2480.1,2473.2,2487.0,TP,1,6.9
2024-07-19,00:30:00,2024-07-19,00:30:00,Friday,00:30:00,SHORT,2453.6,2459.5,2447.7,TP,1,5.9
2024-07-22,06:30:00,2024-07-22,06:30:00,Monday,06:30:00,SHORT,2408.7,2413.4,2404.0,SL,-1,-4.7
2024-07-22,17:30:00,2024-07-22,19:30:00,Monday,19:30:00,SHORT,2399.4,2409.2,2389.6,TP,1,9.8
2024-07-23,11:30:00,2024-07-23,12:30:00,Tuesday,12:30:00,SHORT,2391.8,2398.0,2385.6,SL,-1,-6.2
2024-07-24,08:30:00,2024-07-24,18:30:00,Wednesday,18:30:00,LONG,2417.6,2408.1,2427.1,TP,1,9.5
2024-07-24,17:30:00,2024-07-24,18:30:00,Wednesday,18:30:00,LONG,2418.9,2411.5,2426.3,TP,1,7.4
2024-07-25,01:30:00,2024-07-25,06:30:00,Thursday,06:30:00,SHORT,2398.7,2409.3,2388.1,TP,1,10.6
2024-07-26,21:30:00,2024-07-29,03:30:00,Monday,03:30:00,LONG,2386.0,2379.7,2392.3,TP,1,6.3
2024-07-27,01:30:00,2024-07-29,03:30:00,Monday,03:30:00,LONG,2386.2,2381.7,2390.7,TP,1,4.5
2024-07-29,23:30:00,2024-07-30,00:30:00,Tuesday,00:30:00,SHORT,2375.1,2380.8,2369.4,SL,-1,-5.7
2024-07-30,15:30:00,2024-07-30,15:30:00,Tuesday,15:30:00,LONG,2434.8,2385.0,2484.6,SL,-1,-49.8
2024-08-01,18:30:00,2024-08-01,19:30:00,Thursday,19:30:00,LONG,2499.4,2446.2,2552.6,SL,-1,-53.2
2024-08-02,08:30:00,2024-08-02,08:30:00,Friday,08:30:00,LONG,2500.1,2491.0,2509.2,SL,-1,-9.1
2024-08-05,06:30:00,2024-08-05,06:30:00,Monday,06:30:00,SHORT,2422.1,2483.2,2361.0,SL,-1,-61.1
2024-08-06,11:30:00,2024-08-06,13:30:00,Tuesday,13:30:00,SHORT,2402.7,2452.3,2353.1,SL,-1,-49.6
2024-08-07,01:30:00,2024-08-07,01:30:00,Wednesday,01:30:00,SHORT,2427.6,2434.3,2420.9,TP,1,6.7
2024-08-07,04:30:00,2024-08-07,04:30:00,Wednesday,04:30:00,SHORT,2428.8,2433.1,2424.5,TP,1,4.3
2024-08-08,03:30:00,2024-08-08,05:30:00,Thursday,05:30:00,SHORT,2421.7,2427.4,2416.0,TP,1,5.7
2024-08-06,18:30:00,2024-08-08,16:30:00,Thursday,16:30:00,SHORT,2393.9,2452.9,2334.9,SL,-1,-59.0
2024-08-05,15:30:00,2024-08-09,15:30:00,Friday,15:30:00,SHORT,2418.0,2469.6,2366.4,SL,-1,-51.6
2024-08-09,16:30:00,2024-08-09,17:30:00,Friday,17:30:00,LONG,2471.4,2462.1,2480.7,SL,-1,-9.3
2024-08-09,21:30:00,2024-08-09,21:30:00,Friday,21:30:00,LONG,2471.9,2465.8,2478.0,SL,-1,-6.1
2024-08-12,10:30:00,2024-08-12,11:30:00,Monday,11:30:00,LONG,2472.5,2467.0,2478.0,SL,-1,-5.5
2024-08-08,16:30:00,2024-08-12,18:30:00,Monday,18:30:00,LONG,2445.7,2397.7,2493.7,TP,1,48.0
2024-08-12,03:30:00,2024-08-13,00:30:00,Tuesday,00:30:00,LONG,2470.7,2429.2,2512.2,TP,1,41.5
2024-08-13,09:30:00,2024-08-13,09:30:00,Tuesday,09:30:00,LONG,2505.0,2501.4,2508.6,SL,-1,-3.6
2024-08-13,11:30:00,2024-08-13,13:30:00,Tuesday,13:30:00,LONG,2504.5,2458.6,2550.4,SL,-1,-45.9
2024-08-02,20:30:00,2024-08-14,17:30:00,Wednesday,17:30:00,SHORT,2428.4,2518.4,2338.4,SL,-1,-90.0
2024-08-13,17:30:00,2024-08-14,18:30:00,Wednesday,18:30:00,LONG,2506.4,2459.5,2553.3,SL,-1,-46.9
2024-08-14,13:30:00,2024-08-14,18:30:00,Wednesday,18:30:00,LONG,2510.8,2468.0,2553.6,SL,-1,-42.8
2024-08-15,17:30:00,2024-08-15,17:30:00,Thursday,17:30:00,LONG,2501.9,2459.9,2543.9,SL,-1,-42.0
2024-08-16,15:30:00,2024-08-16,15:30:00,Friday,15:30:00,LONG,2502.1,2498.9,2505.3,TP,1,3.2
2024-08-14,19:30:00,2024-08-16,16:30:00,Friday,16:30:00,SHORT,2450.0,2508.8,2391.2,SL,-1,-58.8
2024-08-15,18:30:00,2024-08-16,16:30:00,Friday,16:30:00,SHORT,2448.5,2508.0,2389.0,SL,-1,-59.5
2024-08-19,21:30:00,2024-08-19,23:30:00,Monday,23:30:00,LONG,2544.4,2538.2,2550.6,SL,-1,-6.2
2024-08-20,00:30:00,2024-08-20,11:30:00,Tuesday,11:30:00,LONG,2543.4,2502.3,2584.5,SL,-1,-41.1
2024-08-20,13:30:00,2024-08-21,19:30:00,Wednesday,19:30:00,LONG,2553.7,2505.1,2602.3,SL,-1,-48.6
2024-08-21,19:30:00,2024-08-21,19:30:00,Wednesday,19:30:00,SHORT,2535.4,2551.0,2519.8,TP,1,15.6
2024-08-22,09:30:00,2024-08-22,10:30:00,Thursday,10:30:00,SHORT,2537.9,2541.3,2534.5,SL,-1,-3.4
2024-08-22,17:30:00,2024-08-22,17:30:00,Thursday,17:30:00,SHORT,2533.7,2542.1,2525.3,TP,1,8.4
2024-08-22,19:30:00,2024-08-23,16:30:00,Friday,16:30:00,SHORT,2484.6,2537.9,2431.3,SL,-1,-53.3
2024-08-23,18:30:00,2024-08-23,18:30:00,Friday,18:30:00,LONG,2537.8,2533.9,2541.7,SL,-1,-3.9
2024-08-26,12:30:00,2024-08-26,12:30:00,Monday,12:30:00,LONG,2550.8,2545.2,2556.4,TP,1,5.6
2024-08-27,08:30:00,2024-08-27,10:30:00,Tuesday,10:30:00,SHORT,2541.0,2545.5,2536.5,SL,-1,-4.5
2024-08-28,11:30:00,2024-08-28,11:30:00,Wednesday,11:30:00,SHORT,2540.3,2546.8,2533.8,SL,-1,-6.5
2024-08-28,16:30:00,2024-08-28,17:30:00,Wednesday,17:30:00,SHORT,2537.2,2545.3,2529.1,TP,1,8.1
2024-08-29,11:30:00,2024-08-29,17:30:00,Thursday,17:30:00,LONG,2553.4,2546.9,2559.9,SL,-1,-6.5
2024-08-29,22:30:00,2024-08-30,05:30:00,Friday,05:30:00,LONG,2560.1,2550.6,2569.6,SL,-1,-9.5
2024-08-30,20:30:00,2024-08-30,22:30:00,Friday,22:30:00,SHORT,2539.3,2551.7,2526.9,TP,1,12.4
2024-08-28,01:30:00,2024-09-02,07:30:00,Monday,07:30:00,LONG,2561.1,2522.3,2599.9,SL,-1,-38.8
2024-09-03,18:30:00,2024-09-04,13:30:00,Wednesday,13:30:00,SHORT,2519.0,2534.2,2503.8,TP,1,15.2
2024-09-04,12:30:00,2024-09-04,13:30:00,Wednesday,13:30:00,SHORT,2514.7,2524.7,2504.7,TP,1,10.0
2024-09-05,12:30:00,2024-09-05,13:30:00,Thursday,13:30:00,LONG,2537.1,2530.8,2543.4,TP,1,6.3
2024-09-06,16:30:00,2024-09-06,16:30:00,Friday,16:30:00,LONG,2549.7,2546.9,2552.5,SL,-1,-2.8
2024-09-05,23:30:00,2024-09-06,17:30:00,Friday,17:30:00,LONG,2545.8,2539.6,2552.0,TP,1,6.2
2024-09-06,08:30:00,2024-09-06,17:30:00,Friday,17:30:00,LONG,2547.8,2542.8,2552.8,TP,1,5.0
2024-09-06,21:30:00,2024-09-06,21:30:00,Friday,21:30:00,SHORT,2533.2,2548.4,2518.0,TP,1,15.2
2024-09-09,11:30:00,2024-09-09,15:30:00,Monday,15:30:00,SHORT,2516.3,2527.3,2505.3,SL,-1,-11.0
2024-09-10,18:30:00,2024-09-10,19:30:00,Tuesday,19:30:00,LONG,2543.2,2533.4,2553.0,SL,-1,-9.8
2024-09-11,00:30:00,2024-09-11,06:30:00,Wednesday,06:30:00,LONG,2545.5,2540.8,2550.2,TP,1,4.7
2024-09-11,17:30:00,2024-09-11,17:30:00,Wednesday,17:30:00,LONG,2553.4,2549.7,2557.1,SL,-1,-3.7
2024-09-12,18:30:00,2024-09-12,19:30:00,Thursday,19:30:00,LONG,2564.1,2546.5,2581.7,TP,1,17.6
2024-08-23,20:30:00,2024-09-13,18:30:00,Friday,18:30:00,LONG,2554.2,2499.0,2609.4,TP,1,55.2
2024-09-17,21:30:00,2024-09-18,15:30:00,Wednesday,15:30:00,SHORT,2588.4,2604.3,2572.5,SL,-1,-15.9
2024-09-19,13:30:00,2024-09-19,14:30:00,Thursday,14:30:00,LONG,2610.0,2599.8,2620.2,TP,1,10.2
2024-09-19,21:30:00,2024-09-20,11:30:00,Friday,11:30:00,LONG,2614.9,2605.6,2624.2,TP,1,9.3
2024-09-20,08:30:00,2024-09-20,11:30:00,Friday,11:30:00,LONG,2617.6,2612.4,2622.8,TP,1,5.2
2024-09-23,18:30:00,2024-09-24,09:30:00,Tuesday,09:30:00,LONG,2653.0,2644.5,2661.5,TP,1,8.5
2024-09-24,09:30:00,2024-09-24,10:30:00,Tuesday,10:30:00,LONG,2660.9,2653.6,2668.2,SL,-1,-7.3
2024-09-24,20:30:00,2024-09-25,00:30:00,Wednesday,00:30:00,LONG,2672.0,2659.0,2685.0,TP,1,13.0
2024-09-25,19:30:00,2024-09-25,19:30:00,Wednesday,19:30:00,LONG,2691.5,2682.6,2700.4,SL,-1,-8.9
2024-09-26,15:30:00,2024-09-26,15:30:00,Thursday,15:30:00,LONG,2693.1,2690.2,2696.0,TP,1,2.9
2024-09-27,20:30:00,2024-09-30,18:30:00,Monday,18:30:00,SHORT,2671.5,2689.6,2653.4,TP,1,18.1
2024-09-30,16:30:00,2024-10-01,15:30:00,Tuesday,15:30:00,SHORT,2657.3,2671.7,2642.9,SL,-1,-14.4
2024-10-01,16:30:00,2024-10-01,16:30:00,Tuesday,16:30:00,LONG,2672.0,2669.7,2674.3,SL,-1,-2.3
2024-10-03,13:30:00,2024-10-03,21:30:00,Thursday,21:30:00,SHORT,2663.7,2676.7,2650.7,SL,-1,-13.0
2024-10-03,18:30:00,2024-10-03,21:30:00,Thursday,21:30:00,SHORT,2662.3,2675.9,2648.7,SL,-1,-13.6
2024-10-04,10:30:00,2024-10-04,11:30:00,Friday,11:30:00,LONG,2686.2,2680.3,2692.1,SL,-1,-5.9
2024-10-08,13:30:00,2024-10-08,13:30:00,Tuesday,13:30:00,SHORT,2649.6,2657.4,2641.8,SL,-1,-7.8
2024-10-09,07:30:00,2024-10-09,11:30:00,Wednesday,11:30:00,SHORT,2636.9,2642.9,2630.9,TP,1,6.0
2024-10-09,12:30:00,2024-10-09,15:30:00,Wednesday,15:30:00,SHORT,2628.8,2638.1,2619.5,SL,-1,-9.3
2024-10-10,03:30:00,2024-10-10,06:30:00,Thursday,06:30:00,SHORT,2625.3,2627.9,2622.7,SL,-1,-2.6
2024-10-09,22:30:00,2024-10-10,13:30:00,Thursday,13:30:00,SHORT,2626.0,2634.4,2617.6,SL,-1,-8.4
2024-10-09,19:30:00,2024-10-10,17:30:00,Thursday,17:30:00,SHORT,2625.1,2639.3,2610.9,SL,-1,-14.2
2024-10-11,01:30:00,2024-10-11,06:30:00,Friday,06:30:00,LONG,2648.8,2643.2,2654.4,TP,1,5.6
2024-10-11,06:30:00,2024-10-11,06:30:00,Friday,06:30:00,LONG,2651.8,2649.5,2654.1,TP,1,2.3
2024-10-08,20:30:00,2024-10-11,07:30:00,Friday,07:30:00,SHORT,2638.0,2659.4,2616.6,SL,-1,-21.4
2024-10-11,16:30:00,2024-10-11,17:30:00,Friday,17:30:00,LONG,2659.2,2654.0,2664.4,TP,1,5.2
2024-10-10,18:30:00,2024-10-11,18:30:00,Friday,18:30:00,LONG,2644.4,2618.8,2670.0,TP,1,25.6
2024-10-14,08:30:00,2024-10-15,09:30:00,Tuesday,09:30:00,LONG,2673.0,2660.0,2686.0,SL,-1,-13.0
2024-10-16,07:30:00,2024-10-16,11:30:00,Wednesday,11:30:00,LONG,2684.4,2676.4,2692.4,TP,1,8.0
2024-10-15,20:30:00,2024-10-16,14:30:00,Wednesday,14:30:00,LONG,2680.9,2664.2,2697.6,TP,1,16.7
2024-10-17,07:30:00,2024-10-17,08:30:00,Thursday,08:30:00,LONG,2698.9,2692.1,2705.7,SL,-1,-6.8
2024-10-17,11:30:00,2024-10-17,14:30:00,Thursday,14:30:00,LONG,2700.0,2693.9,2706.1,SL,-1,-6.1
2024-10-17,19:30:00,2024-10-18,06:30:00,Friday,06:30:00,LONG,2705.8,2693.0,2718.6,TP,1,12.8
2024-10-18,01:30:00,2024-10-18,06:30:00,Friday,06:30:00,LONG,2708.0,2704.0,2712.0,TP,1,4.0
2024-10-18,14:30:00,2024-10-18,14:30:00,Friday,14:30:00,LONG,2721.7,2716.9,2726.5,TP,1,4.8
2024-10-22,20:30:00,2024-10-23,12:30:00,Wednesday,12:30:00,LONG,2757.7,2748.0,2767.4,TP,1,9.7
2024-10-22,22:30:00,2024-10-23,12:30:00,Wednesday,12:30:00,LONG,2760.0,2751.8,2768.2,TP,1,8.2
2024-10-23,10:30:00,2024-10-23,13:30:00,Wednesday,13:30:00,LONG,2764.6,2759.2,2770.0,TP,1,5.4
2024-10-23,20:30:00,2024-10-24,16:30:00,Thursday,16:30:00,SHORT,2730.0,2752.5,2707.5,SL,-1,-22.5
2024-10-24,18:30:00,2024-10-24,18:30:00,Thursday,18:30:00,LONG,2754.6,2747.0,2762.2,SL,-1,-7.6
2024-10-25,09:30:00,2024-10-25,10:30:00,Friday,10:30:00,SHORT,2737.0,2741.0,2733.0,SL,-1,-4.0
2024-10-25,14:30:00,2024-10-25,16:30:00,Friday,16:30:00,SHORT,2731.3,2739.5,2723.1,SL,-1,-8.2
2024-10-25,22:30:00,2024-10-25,22:30:00,Friday,22:30:00,LONG,2752.1,2746.7,2757.5,TP,1,5.4
2024-10-25,20:30:00,2024-10-28,06:30:00,Monday,06:30:00,LONG,2753.3,2740.0,2766.6,SL,-1,-13.3
2024-10-29,06:30:00,2024-10-29,06:30:00,Tuesday,06:30:00,LONG,2759.0,2755.3,2762.7,TP,1,3.7
2024-10-29,14:30:00,2024-10-29,16:30:00,Tuesday,16:30:00,LONG,2767.6,2758.5,2776.7,SL,-1,-9.1
2024-10-29,19:30:00,2024-10-30,06:30:00,Wednesday,06:30:00,LONG,2776.6,2760.4,2792.8,TP,1,16.2
2024-10-30,18:30:00,2024-10-30,18:30:00,Wednesday,18:30:00,LONG,2795.3,2784.9,2805.7,SL,-1,-10.4
2024-10-31,06:30:00,2024-10-31,06:30:00,Thursday,06:30:00,LONG,2799.3,2795.7,2802.9,SL,-1,-3.6
2024-10-30,21:30:00,2024-10-31,17:30:00,Thursday,17:30:00,LONG,2797.8,2783.4,2812.2,SL,-1,-14.4
2024-10-31,18:30:00,2024-10-31,18:30:00,Thursday,18:30:00,SHORT,2782.4,2792.9,2771.9,TP,1,10.5
2024-11-01,21:30:00,2024-11-01,23:30:00,Friday,23:30:00,SHORT,2752.3,2760.4,2744.2,TP,1,8.1
2024-11-04,13:30:00,2024-11-04,15:30:00,Monday,15:30:00,SHORT,2744.2,2754.0,2734.4,SL,-1,-9.8
2024-11-05,07:30:00,2024-11-05,07:30:00,Tuesday,07:30:00,SHORT,2741.6,2745.0,2738.2,TP,1,3.4
2024-11-06,17:30:00,2024-11-06,18:30:00,Wednesday,18:30:00,SHORT,2704.4,2731.8,2677.0,TP,1,27.4
2024-11-07,22:30:00,2024-11-08,00:30:00,Friday,00:30:00,LONG,2706.8,2697.7,2715.9,SL,-1,-9.1
2024-11-08,05:30:00,2024-11-08,06:30:00,Friday,06:30:00,LONG,2715.4,2711.4,2719.4,SL,-1,-4.0
2024-11-11,07:30:00,2024-11-11,17:30:00,Monday,17:30:00,SHORT,2678.5,2692.1,2664.9,TP,1,13.6
2024-11-12,22:30:00,2024-11-13,06:30:00,Wednesday,06:30:00,SHORT,2604.0,2610.0,2598.0,SL,-1,-6.0
2024-11-13,22:30:00,2024-11-14,06:30:00,Thursday,06:30:00,SHORT,2590.5,2612.0,2569.0,TP,1,21.5
2024-11-18,09:30:00,2024-11-18,10:30:00,Monday,10:30:00,LONG,2597.1,2592.4,2601.8,SL,-1,-4.7
2024-11-18,17:30:00,2024-11-18,17:30:00,Monday,17:30:00,LONG,2599.9,2594.7,2605.1,SL,-1,-5.2
2024-11-20,00:30:00,2024-11-20,05:30:00,Wednesday,05:30:00,LONG,2634.3,2630.1,2638.5,TP,1,4.2
2024-11-20,20:30:00,2024-11-21,06:30:00,Thursday,06:30:00,LONG,2649.9,2637.5,2662.3,TP,1,12.4
2024-11-22,06:30:00,2024-11-22,06:30:00,Friday,06:30:00,LONG,2675.6,2670.8,2680.4,TP,1,4.8
2024-11-22,20:30:00,2024-11-22,23:30:00,Friday,23:30:00,LONG,2698.7,2686.4,2711.0,TP,1,12.3
2024-11-25,10:30:00,2024-11-25,15:30:00,Monday,15:30:00,SHORT,2665.5,2678.1,2652.9,SL,-1,-12.6
2024-11-27,12:30:00,2024-11-27,13:30:00,Wednesday,13:30:00,LONG,2648.1,2639.1,2657.1,TP,1,9.0
2024-11-25,20:30:00,2024-11-27,18:30:00,Wednesday,18:30:00,SHORT,2634.5,2680.1,2588.9,SL,-1,-45.6
2024-11-27,18:30:00,2024-11-27,18:30:00,Wednesday,18:30:00,LONG,2679.8,2648.9,2710.7,SL,-1,-30.9
2024-11-29,22:00:00,2024-12-02,04:30:00,Monday,04:30:00,LONG,2682.9,2652.4,2713.4,SL,-1,-30.5
2024-12-03,19:30:00,2024-12-03,20:30:00,Tuesday,20:30:00,LONG,2676.3,2640.4,2712.2,SL,-1,-35.9
2024-12-06,06:30:00,2024-12-06,06:30:00,Friday,06:30:00,SHORT,2651.4,2656.6,2646.2,TP,1,5.2
2024-12-05,22:30:00,2024-12-06,09:30:00,Friday,09:30:00,SHORT,2635.1,2666.7,2603.5,SL,-1,-31.6
2024-12-09,15:30:00,2024-12-10,18:30:00,Tuesday,18:30:00,LONG,2679.0,2653.1,2704.9,TP,1,25.9
2024-12-10,17:30:00,2024-12-10,18:30:00,Tuesday,18:30:00,LONG,2698.1,2692.1,2704.1,TP,1,6.0
2024-12-10,06:30:00,2024-12-10,19:30:00,Tuesday,19:30:00,LONG,2688.3,2661.0,2715.6,TP,1,27.3
2024-12-11,17:30:00,2024-12-11,18:30:00,Wednesday,18:30:00,LONG,2728.5,2723.4,2733.6,SL,-1,-5.1
2024-12-12,12:30:00,2024-12-12,14:30:00,Thursday,14:30:00,LONG,2752.0,2744.5,2759.5,SL,-1,-7.5
2024-12-11,19:30:00,2024-12-12,19:30:00,Thursday,19:30:00,LONG,2733.1,2702.1,2764.1,SL,-1,-31.0
2024-12-12,19:30:00,2024-12-12,19:30:00,Thursday,19:30:00,SHORT,2714.0,2742.6,2685.4,TP,1,28.6
2024-12-13,09:30:00,2024-12-13,11:30:00,Friday,11:30:00,SHORT,2708.7,2714.1,2703.3,TP,1,5.4
2024-12-18,20:30:00,2024-12-19,00:30:00,Thursday,00:30:00,SHORT,2652.8,2660.8,2644.8,TP,1,8.0
2024-12-17,14:30:00,2024-12-19,01:30:00,Thursday,01:30:00,SHORT,2640.3,2670.2,2610.4,TP,1,29.9
2024-12-19,18:30:00,2024-12-19,20:30:00,Thursday,20:30:00,SHORT,2618.1,2630.9,2605.3,TP,1,12.8
2024-12-20,04:30:00,2024-12-20,06:30:00,Friday,06:30:00,SHORT,2608.3,2612.6,2604.0,TP,1,4.3
2024-12-20,20:30:00,2024-12-20,20:30:00,Friday,20:30:00,LONG,2636.2,2623.9,2648.5,TP,1,12.3
2024-12-23,21:30:00,2024-12-23,21:30:00,Monday,21:30:00,SHORT,2624.0,2631.1,2616.9,SL,-1,-7.1
2024-12-26,12:30:00,2024-12-26,12:30:00,Thursday,12:30:00,LONG,2642.6,2640.1,2645.1,SL,-1,-2.5
2024-12-26,15:30:00,2024-12-26,16:30:00,Thursday,16:30:00,LONG,2642.7,2640.2,2645.2,TP,1,2.5
2024-12-26,20:30:00,2024-12-26,20:30:00,Thursday,20:30:00,LONG,2646.5,2638.6,2654.4,TP,1,7.9
2024-12-27,01:30:00,2024-12-27,05:30:00,Friday,05:30:00,LONG,2654.3,2651.2,2657.4,SL,-1,-3.1
2024-12-27,15:30:00,2024-12-27,15:30:00,Friday,15:30:00,SHORT,2638.5,2642.5,2634.5,SL,-1,-4.0
2024-12-27,19:30:00,2024-12-30,13:30:00,Monday,13:30:00,SHORT,2632.1,2642.7,2621.5,TP,1,10.6
2024-12-30,13:30:00,2024-12-30,13:30:00,Monday,13:30:00,SHORT,2627.6,2631.9,2623.3,TP,1,4.3
2024-12-30,21:30:00,2024-12-31,06:30:00,Tuesday,06:30:00,SHORT,2611.9,2623.9,2599.9,SL,-1,-12.0
2024-12-30,19:30:00,2024-12-31,20:30:00,Tuesday,20:30:00,SHORT,2618.0,2636.9,2599.1,SL,-1,-18.9
2024-12-31,21:30:00,2025-01-02,15:30:00,Thursday,15:30:00,LONG,2641.0,2625.5,2656.5,TP,1,15.5
2025-01-03,16:30:00,2025-01-03,18:30:00,Friday,18:30:00,LONG,2672.3,2667.4,2677.2,SL,-1,-4.9
2025-01-03,21:30:00,2025-01-06,09:30:00,Monday,09:30:00,SHORT,2655.0,2662.4,2647.6,TP,1,7.4
2025-01-06,09:30:00,2025-01-06,10:30:00,Monday,10:30:00,SHORT,2651.2,2657.8,2644.6,TP,1,6.6
2025-01-06,19:30:00,2025-01-07,17:30:00,Tuesday,17:30:00,SHORT,2630.8,2661.7,2599.9,SL,-1,-30.9
2025-01-07,17:30:00,2025-01-07,18:30:00,Tuesday,18:30:00,LONG,2659.9,2653.3,2666.5,TP,1,6.6
2025-01-08,19:30:00,2025-01-08,21:30:00,Wednesday,21:30:00,LONG,2674.9,2663.5,2686.3,TP,1,11.4
2025-01-09,16:30:00,2025-01-09,16:30:00,Thursday,16:30:00,LONG,2684.8,2680.5,2689.1,TP,1,4.3
2025-01-10,02:30:00,2025-01-10,04:30:00,Friday,04:30:00,LONG,2692.2,2690.6,2693.8,TP,1,1.6
2025-01-13,17:30:00,2025-01-13,17:30:00,Monday,17:30:00,SHORT,2699.4,2707.8,2691.0,TP,1,8.4
2025-01-14,08:30:00,2025-01-14,09:30:00,Tuesday,09:30:00,SHORT,2684.6,2687.3,2681.9,SL,-1,-2.7
2025-01-14,11:30:00,2025-01-14,13:30:00,Tuesday,13:30:00,SHORT,2682.4,2689.9,2674.9,SL,-1,-7.5
2025-01-14,15:30:00,2025-01-14,18:30:00,Tuesday,18:30:00,SHORT,2678.8,2685.3,2672.3,SL,-1,-6.5
2025-01-15,12:30:00,2025-01-15,13:30:00,Wednesday,13:30:00,LONG,2697.8,2693.3,2702.3,TP,1,4.5
2025-01-15,22:30:00,2025-01-16,06:30:00,Thursday,06:30:00,LONG,2712.6,2698.9,2726.3,TP,1,13.7
2025-01-17,15:30:00,2025-01-17,17:30:00,Friday,17:30:00,SHORT,2729.8,2739.7,2719.9,SL,-1,-9.9
2025-01-17,21:30:00,2025-01-17,21:30:00,Friday,21:30:00,LONG,2750.3,2744.7,2755.9,TP,1,5.6
2025-01-21,20:30:00,2025-01-22,15:30:00,Wednesday,15:30:00,LONG,2755.3,2736.4,2774.2,TP,1,18.9
2025-01-22,21:30:00,2025-01-23,06:30:00,Thursday,06:30:00,LONG,2771.8,2761.1,2782.5,SL,-1,-10.7
2025-01-22,14:30:00,2025-01-23,08:30:00,Thursday,08:30:00,LONG,2767.1,2759.5,2774.7,SL,-1,-7.6
2025-01-23,18:30:00,2025-01-23,21:30:00,Thursday,21:30:00,SHORT,2748.1,2759.6,2736.6,SL,-1,-11.5
2025-01-24,06:30:00,2025-01-24,07:30:00,Friday,07:30:00,LONG,2769.0,2762.0,2776.0,TP,1,7.0
2025-01-27,07:30:00,2025-01-27,11:30:00,Monday,11:30:00,SHORT,2767.3,2777.8,2756.8,TP,1,10.5
2025-01-27,10:30:00,2025-01-27,12:30:00,Monday,12:30:00,SHORT,2760.6,2766.2,2755.0,TP,1,5.6
2025-01-27,20:30:00,2025-01-27,22:30:00,Monday,22:30:00,SHORT,2747.7,2762.0,2733.4,TP,1,14.3
2025-01-28,12:30:00,2025-01-28,12:30:00,Tuesday,12:30:00,SHORT,2741.8,2745.9,2737.7,SL,-1,-4.1
2025-01-28,20:30:00,2025-01-28,23:30:00,Tuesday,23:30:00,LONG,2761.3,2753.6,2769.0,TP,1,7.7
2025-01-29,19:30:00,2025-01-30,00:30:00,Thursday,00:30:00,LONG,2772.6,2764.7,2780.5,SL,-1,-7.9
2025-01-30,12:30:00,2025-01-30,13:30:00,Thursday,13:30:00,LONG,2779.5,2771.4,2787.6,TP,1,8.1
2025-01-31,18:30:00,2025-01-31,22:30:00,Friday,22:30:00,LONG,2848.5,2820.5,2876.5,SL,-1,-28.0
2025-02-03,07:30:00,2025-02-03,14:30:00,Monday,14:30:00,SHORT,2797.0,2834.3,2759.7,SL,-1,-37.3
2025-02-03,18:30:00,2025-02-05,07:30:00,Wednesday,07:30:00,LONG,2847.7,2813.1,2882.3,TP,1,34.6
2025-02-05,13:30:00,2025-02-05,18:30:00,Wednesday,18:30:00,LONG,2890.5,2860.5,2920.5,SL,-1,-30.0
2025-02-05,20:30:00,2025-02-05,21:30:00,Wednesday,21:30:00,LONG,2895.4,2864.7,2926.1,SL,-1,-30.7
2025-02-06,20:30:00,2025-02-07,05:30:00,Friday,05:30:00,SHORT,2841.1,2884.7,2797.5,SL,-1,-43.6
